route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,trip_type,wheelchair_accessible,bikes_allowed
193,D.682,14175180,,,0,79,582516,,1,1
193,D.682,14175181,,,0,74,582516,,1,1
193,D.682,14175182,,,0,75,582516,,1,1
193,D.682,14175183,,,0,76,582516,,1,1
193,D.682,14175184,,,0,77,582516,,1,1
193,D.682,14175185,,,0,78,582516,,1,1
193,D.682,14175186,,,0,79,582516,,1,1
193,D.682,14175187,,,0,74,582516,,1,1
193,D.682,14175188,,,0,76,582516,,1,1
193,D.682,14175189,,,0,77,582516,,1,1
193,D.682,14175190,,,0,79,582516,,1,1
193,D.682,14175191,,,0,74,582516,,1,1
193,D.682,14175192,,,0,37,582515,,1,1
193,D.682,14175193,,,0,76,582516,,1,1
193,D.682,14175194,,,0,38,582515,,1,1
193,D.682,14175195,,,0,77,582516,,1,1
193,D.682,14175196,,,0,36,582515,,1,1
193,D.682,14175197,,,0,79,582516,,1,1
193,D.682,14175198,,,0,74,582516,,1,1
193,D.682,14175199,,,0,76,582516,,1,1
193,D.682,14175200,,,0,77,582516,,1,1
193,E.682,14175201,,,0,74,582518,,1,1
193,E.682,14175202,,,0,75,582518,,1,1
193,E.682,14175203,,,0,76,582518,,1,1
193,E.682,14175204,,,0,77,582518,,1,1
193,E.682,14175205,,,0,74,582516,,1,1
193,E.682,14175206,,,0,75,582516,,1,1
193,E.682,14175207,,,0,76,582516,,1,1
193,E.682,14175208,,,0,77,582516,,1,1
193,E.682,14175209,,,0,74,582516,,1,1
193,E.682,14175210,,,0,75,582516,,1,1
193,E.682,14175211,,,0,76,582516,,1,1
193,E.682,14175212,,,0,77,582516,,1,1
193,E.682,14175213,,,0,74,582516,,1,1
193,E.682,14175214,,,0,75,582516,,1,1
193,E.682,14175215,,,0,76,582516,,1,1
193,E.682,14175216,,,0,77,582516,,1,1
193,E.682,14175217,,,0,74,582516,,1,1
193,E.682,14175218,,,0,75,582516,,1,1
193,E.682,14175219,,,0,76,582516,,1,1
193,E.682,14175220,,,0,77,582516,,1,1
193,E.682,14175221,,,0,74,582516,,1,1
193,E.682,14175222,,,0,75,582516,,1,1
193,E.682,14175223,,,0,76,582516,,1,1
193,E.682,14175224,,,0,77,582516,,1,1
193,E.682,14175225,,,0,74,582516,,1,1
193,E.682,14175226,,,0,75,582516,,1,1
193,E.682,14175227,,,0,76,582516,,1,1
193,E.682,14175228,,,0,77,582516,,1,1
193,E.682,14175229,,,0,74,582516,,1,1
193,E.682,14175230,,,0,75,582516,,1,1
193,E.682,14175231,,,0,76,582516,,1,1
193,E.682,14175232,,,0,77,582516,,1,1
193,E.682,14175233,,,0,74,582516,,1,1
193,E.682,14175234,,,0,75,582516,,1,1
193,E.682,14175235,,,0,76,582516,,1,1
193,E.682,14175236,,,0,77,582516,,1,1
193,E.682,14175237,,,0,74,582516,,1,1
193,E.682,14175238,,,0,75,582516,,1,1
193,E.682,14175239,,,0,76,582516,,1,1
193,E.682,14175240,,,0,77,582516,,1,1
193,E.682,14175241,,,0,74,582516,,1,1
193,E.682,14175242,,,0,75,582516,,1,1
193,E.682,14175243,,,0,76,582516,,1,1
193,E.682,14175244,,,0,74,582516,,1,1
193,E.682,14175245,,,0,36,582515,,1,1
193,E.682,14175246,,,0,77,582516,,1,1
193,E.682,14175247,,,0,37,582515,,1,1
193,E.682,14175248,,,0,38,582515,,1,1
193,E.682,14175249,,,0,75,582516,,1,1
193,E.682,14175250,,,0,74,582517,,1,1
193,E.682,14175251,,,0,76,582516,,1,1
193,E.682,14175252,,,0,77,582516,,1,1
193,F.682,14175253,,,0,74,582518,,1,1
193,F.682,14175254,,,0,75,582518,,1,1
193,F.682,14175255,,,0,76,582518,,1,1
193,F.682,14175256,,,0,77,582518,,1,1
193,F.682,14175257,,,0,74,582516,,1,1
193,F.682,14175258,,,0,75,582516,,1,1
193,F.682,14175259,,,0,76,582516,,1,1
193,F.682,14175260,,,0,77,582516,,1,1
193,F.682,14175261,,,0,74,582516,,1,1
193,F.682,14175262,,,0,75,582516,,1,1
193,F.682,14175263,,,0,76,582516,,1,1
193,F.682,14175264,,,0,77,582516,,1,1
193,F.682,14175265,,,0,74,582516,,1,1
193,F.682,14175266,,,0,75,582516,,1,1
193,F.682,14175267,,,0,76,582516,,1,1
193,F.682,14175268,,,0,77,582516,,1,1
193,F.682,14175269,,,0,74,582516,,1,1
193,F.682,14175270,,,0,75,582516,,1,1
193,F.682,14175271,,,0,76,582516,,1,1
193,F.682,14175272,,,0,77,582516,,1,1
193,F.682,14175273,,,0,74,582516,,1,1
193,F.682,14175274,,,0,75,582516,,1,1
193,F.682,14175275,,,0,76,582516,,1,1
193,F.682,14175276,,,0,77,582516,,1,1
193,F.682,14175277,,,0,74,582516,,1,1
193,F.682,14175278,,,0,75,582516,,1,1
193,F.682,14175279,,,0,76,582516,,1,1
193,F.682,14175280,,,0,77,582516,,1,1
193,F.682,14175281,,,0,74,582516,,1,1
193,F.682,14175282,,,0,75,582516,,1,1
193,F.682,14175283,,,0,76,582516,,1,1
193,F.682,14175284,,,0,77,582516,,1,1
193,F.682,14175285,,,0,74,582516,,1,1
193,F.682,14175286,,,0,75,582516,,1,1
193,F.682,14175287,,,0,76,582516,,1,1
193,F.682,14175288,,,0,77,582516,,1,1
193,F.682,14175289,,,0,74,582516,,1,1
193,F.682,14175290,,,0,75,582516,,1,1
193,F.682,14175291,,,0,76,582516,,1,1
193,F.682,14175292,,,0,77,582516,,1,1
193,F.682,14175293,,,0,74,582516,,1,1
193,F.682,14175294,,,0,75,582516,,1,1
193,F.682,14175295,,,0,76,582516,,1,1
193,F.682,14175296,,,0,74,582516,,1,1
193,F.682,14175297,,,0,36,582515,,1,1
193,F.682,14175298,,,0,77,582516,,1,1
193,F.682,14175299,,,0,37,582515,,1,1
193,F.682,14175300,,,0,38,582515,,1,1
193,F.682,14175301,,,0,75,582516,,1,1
193,F.682,14175302,,,0,74,582517,,1,1
193,F.682,14175303,,,0,76,582516,,1,1
193,F.682,14175304,,,0,77,582516,,1,1
193,D.682,14175409,,,1,74,582521,,1,1
193,D.682,14175410,,,1,56,582519,,1,1
193,D.682,14175411,,,1,75,582521,,1,1
193,D.682,14175412,,,1,57,582519,,1,1
193,D.682,14175413,,,1,77,582521,,1,1
193,D.682,14175414,,,1,78,582521,,1,1
193,D.682,14175415,,,1,58,582519,,1,1
193,D.682,14175416,,,1,79,582521,,1,1
193,D.682,14175417,,,1,74,582521,,1,1
193,D.682,14175418,,,1,75,582521,,1,1
193,D.682,14175419,,,1,76,582521,,1,1
193,D.682,14175420,,,1,77,582521,,1,1
193,D.682,14175421,,,1,78,582521,,1,1
193,D.682,14175422,,,1,79,582521,,1,1
193,D.682,14175423,,,1,74,582521,,1,1
193,D.682,14175424,,,1,75,582521,,1,1
193,D.682,14175425,,,1,76,582521,,1,1
193,D.682,14175426,,,1,77,582521,,1,1
193,D.682,14175427,,,1,78,582521,,1,1
193,D.682,14175428,,,1,79,582521,,1,1
193,D.682,14175429,,,1,74,582521,,1,1
193,D.682,14175430,,,1,75,582521,,1,1
193,D.682,14175431,,,1,76,582521,,1,1
193,D.682,14175432,,,1,77,582521,,1,1
193,D.682,14175433,,,1,78,582521,,1,1
193,D.682,14175434,,,1,79,582521,,1,1
193,D.682,14175435,,,1,74,582521,,1,1
193,D.682,14175436,,,1,75,582521,,1,1
